oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Huawei,Y6s (2019),2020,2020,156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Huawei,P smart Pro 2019,2019,2019,163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 6 5G,2019,2019,162.7 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in),212.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 6,2019,2019,162.6 x 75.7 x 8.6 mm (6.40 x 2.98 x 0.34 in),197.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,nova 6 SE,2019,2019,159.2 x 76.3 x 8.7 mm (6.27 x 3.00 x 0.34 in),183.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Huawei,MatePad Pro,2019,2019,246 x 159 x 7.2 mm (9.69 x 6.26 x 0.28 in),460.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.8,"2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Accelerometer, gyro, proximity, compass",Android 10
Huawei,Y9s,2019,2019,163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),206.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5z,2019,2019,156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10s,2019,2019,157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in),163.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.3,"1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10,2019,2019,159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.39,"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Mate 30 RS Porsche Design,2019,2019,158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in),198.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 Pro 5G,2019,2019,158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 Pro,2019,2019,158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.53,"1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30 5G,2019,2019,160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.62,"1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Mate 30,2019,2019,160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.62,"1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Android 10
Huawei,Watch GT 2,2019,2019,45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41.0,,"OLED capacitive touchscreen, 16M colors",1.39,"454 x 454 pixels, 1:1 ratio (~326 ppi density)","Accelerometer, gyro, heart rate, barometer, compass",Huawei wearable platform
Huawei,nova 5i Pro,2019,2019,156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Enjoy 10 Plus,2019,2019,163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),5.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5T,2019,2019,154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in),174.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.26,"1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 10.8,2019,2019,257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in),498.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",10.8,"2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 Turbo 8.4,2019,2019,206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in),340.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.4,"2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,MediaPad M6 8.4,2019,2019,206.4 x 125.2 x 7.4 mm (8.13 x 4.93 x 0.29 in),320.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.4,"2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","Accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5 Pro,2019,2019,157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5,2019,2019,157.4 x 74.8 x 7.3 mm (6.20 x 2.94 x 0.29 in),171.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,nova 5i,2019,2019,159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in),178.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Huawei,Y9 Prime (2019),2019,2019,163.5 x 77.3 x 8.9 mm (6.44 x 3.04 x 0.35 in),8.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,P20 lite (2019),2019,2019,159.1 x 75.9 x 8.3 mm (6.26 x 2.99 x 0.33 in),178.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.4,1080 x 2310 pixels (~398 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,P Smart Z,2019,2019,163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),8.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.59,"1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Huawei,Mate 20 X (5G),2019,2019,174.6 x 85.4 x 8.4 mm (6.87 x 3.36 x 0.33 in),233.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors",7.2,"1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass",Android 9.0 (Pie)
Huawei,Y5 (2019),2019,2019,147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),146.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Huawei,Ascend Plus,2014,Discontinued,125 x 63.5 x 12.7 mm (4.92 x 2.5 x 0.5 in),1.0,Mini-SIM,TFT capacitive touchscreen,4.0,,Accelerometer,Android 4.0 (Ice Cream Sandwich)
Huawei,MediaPad 7 Youth,2013,Discontinued,193.4 x 120.6 x 9.9 mm (7.61 x 4.75 x 0.39 in),350.0,MIni-SIM,TFT capacitive touchscreen,7.0,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Accelerometer,Android 4.1.2 (Jelly Bean)
Huawei,G7002,2010,Discontinued,98.4 x 51.3 x 13.6 mm (3.87 x 2.02 x 0.54 in),95.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",,,V1,
i-mate,PDA2,2004,Discontinued,130 x 69 x 19 mm (5.12 x 2.72 x 0.75 in),190.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"240 x 320 pixels, 3.5 inches, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2003 SE PocketPC
i-mate,Smartphone2,2004,Discontinued,"120.4 x 50.1 x 24.4 mm, 105 cc (4.74 x 1.97 x 0.96 in)",130.0,Mini-SIM,"TFT, 65K colors",2.2,"176 x 220 pixels, 2.2 inches (~128 ppi density)",V1,Microsoft Smartphone 2003 OS
i-mate,Smartphone,2004,Discontinued,"120 x 50 x 23.5 mm, 105 cc (4.72 x 1.97 x 0.93 in)",130.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile Smartphone
i-mobile,510,2006,Discontinued,99 x 44 x 15 mm (3.90 x 1.73 x 0.59 in),75.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
i-mobile,315,2007,Discontinued,98 x 46.3 x 15.1 mm (3.86 x 1.82 x 0.59 in),80.0,Mini-SIM,"TFT, 256K colors",1.5,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",V1,
Icemobile,Gravity 4.0,2014,Discontinued,140.4 x 75.8 x 16.3 mm (5.53 x 2.98 x 0.64 in),316.0,Micro-SIM,IPS LCD capacitive touchscreen,4.02,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",V1,Android 4.4.2 (KitKat)
Icemobile,Prime 5.5,2014,Discontinued,152.5 x 77 x 8.6 mm (6.00 x 3.03 x 0.34 in),0.0,Dual SIM,IPS LCD capacitive touchscreen,5.46,"720 x 1280 pixels, 16:9 ratio (~269 ppi density)",V1,Android 4.4.2 (KitKat)
Icemobile,Prime 4.5,2014,Discontinued,133.5 x 67 x 9.5 mm (5.26 x 2.64 x 0.37 in),0.0,Dual SIM,IPS LCD capacitive touchscreen,4.46,"540 x 960 pixels, 16:9 ratio (~247 ppi density)",V1,Android 4.2.2 (Jelly Bean)
Icemobile,Gravity Pro,2013,Discontinued,139.7 x 76.4 x 17.6 mm (5.5 x 3.01 x 0.69 in),240.0,,IPS LCD capacitive touchscreen,4.02,"480 x 854 pixels, 16:9 ratio (~244 ppi density)",V1,Android 4.0 (Ice Cream Sandwich)
Icemobile,Quattro,2012,Discontinued,104 x 54 x 10.3 mm (4.09 x 2.13 x 0.41 in),0.0,Dual SIM (Mini-SIM),TFT,2.3,"320 x 240 pixels, 4:3 ratio (~174 ppi density)",V1,
Infinix,Hot 9 Play,2020,2020,171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in),209.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.82,720 x 1640 pixels (~263 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 Pie (Go edition) - 32/2GBAndroid 9.0 (Pie) - 32/3GB
Infinix,Note 7,2020,2020,173.4 x 79 x 8.8 mm (6.83 x 3.11 x 0.35 in),206.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.95,720 x 1640 pixels (~258 ppi density),"Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Infinix,Note 7 Lite,2020,2020,165.4 x 76.8 x 8.8 mm (6.51 x 3.02 x 0.35 in),185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (side-mounted), accelerometer, proximity, compass",Android 10
Infinix,Hot 9 Pro,2020,2020,165 x 76.8 x 8.7 mm (6.50 x 3.02 x 0.34 in),185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,Hot 9,2020,2020,165.4 x 76.8 x 8.8 mm (6.51 x 3.02 x 0.35 in),185.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 Pro (16+32),2020,2020,162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in),195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 Pro (48+40),2020,2020,162.5 x 76.9 x 9 mm (6.40 x 3.03 x 0.35 in),195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Infinix,S5 lite,2019,2019,164 x 76 x 7.9 mm (6.46 x 2.99 x 0.31 in),178.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Smart 4c,2019,2019,167 x 76 x 8.3 mm (6.57 x 2.99 x 0.33 in),183.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Hot 8 Lite,2019,2019,165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in),175.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 8.1 Oreo (Go edition)
Infinix,Hot 8,2019,2019,165 x 76.3 x 8.7 mm (6.50 x 3.00 x 0.34 in),179.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,Smart3 Plus,2019,2019,157 x 76 x 7.8 mm (6.18 x 2.99 x 0.31 in),148.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.21,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Infinix,S4,2019,2019,156 x 75 x 7.9 mm (6.14 x 2.95 x 0.31 in),154.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Infinix,Hot 7 Pro,2019,2019,155 x 74.8 x 8 mm (6.10 x 2.94 x 0.31 in),165.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Innostream,INNO A20,2005,Discontinued,93.9 x 46.4 x 23 mm (3.70 x 1.83 x 0.91 in),105.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
Innostream,INNO 75,2004,Discontinued,82.5 x 44 x 23 mm (3.25 x 1.73 x 0.91 in),80.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Innostream,INNO 79,2004,Discontinued,84 x 43 x 23 mm (3.31 x 1.69 x 0.91 in),85.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 78,2004,Discontinued,84 x 43 x 23 mm (3.31 x 1.69 x 0.91 in),85.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 30,2004,Discontinued,82 x 42 x 21 mm (3.23 x 1.65 x 0.83 in),76.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 55,2004,Discontinued,85 x 42 x 21.6 mm (3.35 x 1.65 x 0.85 in),88.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 70,2004,Discontinued,90 x 52 x 22 mm (3.54 x 2.05 x 0.87 in),88.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 99,2004,Discontinued,87 x 46 x 24 mm (3.43 x 1.81 x 0.94 in),91.0,Mini-SIM,"TFT, 256K colors",,"128 x 160 pixels, 11 lines",V1,
Innostream,INNO 120,2003,Discontinued,80 x 44 x 23.3 mm (3.15 x 1.73 x 0.92 in),81.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Innostream,INNO 110,2003,Discontinued,80 x 43 x 20 mm (3.15 x 1.69 x 0.79 in),80.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Innostream,INNO 100,2003,Discontinued,80 x 43 x 20 mm (3.15 x 1.69 x 0.79 in),80.0,Mini-SIM,"LCD, 65K colors",,"128 x 144 pixels, 10 lines",V1,
Kyocera,TG 200,2000,Discontinued,120 x 40 x 16 mm (4.72 x 1.57 x 0.63 in),75.0,Mini-SIM,Monochrome graphic,,5 lines,V1,
Lava,Z71,2020,2020,145.6 x 70.9 x 9 mm (5.73 x 2.79 x 0.35 in),150.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lava,Iris Fuel F2,2016,2016,142.5 x 72.5 x 10.5 mm (5.61 x 2.85 x 0.41 in),0.0,"Dual SIM (Micro-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors",5.0,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",V1,Android 5.1 (Lollipop)
Lenovo,M10 FHD REL,2020,2020,,520.0,,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Accelerometer,Android 9.0 (Pie)
Lenovo,Yoga Smart Tab,2019,2019,242mm x 166mm x 8.5-24mm,580.0,,"IPS LCD capacitive touchscreen, 16M colors",10.1,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Accelerometer,Android 9.0 (Pie)
Lenovo,K10 Plus,2019,2019,158.3 x 75.8 x 8.3 mm (6.23 x 2.98 x 0.33 in),172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.22,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lenovo,K10 Note,2019,2019,156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in),164.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Lenovo,A6 Note,2019,2019,154.7 x 72.9 x 9.2 mm (6.09 x 2.87 x 0.36 in),172.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.09,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M8 (FHD),2019,2019,198.2 x 122.6 x 8.2 mm (7.80 x 4.83 x 0.32 in),305.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M8 (HD),2019,2019,199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in),305.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",8.0,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Lenovo,Tab M7,2019,2019,176.3 x 102.9 x 8.3 mm (6.94 x 4.05 x 0.33 in),236.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",7.0,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Accelerometer,Android 9.0 (Pie) - 2GB RAM
Lenovo,Z6,2019,2019,157 x 74.5 x 8 mm (6.18 x 2.93 x 0.31 in),159.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, proximity, compass",Android 9.0 (Pie)
Lenovo,Z6 Pro 5G,2019,2019,157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in),185.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.39,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Lenovo,Z6 Youth,2019,2019,156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in),164.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
